Date,Time,HomeTeam,HomeGoals,AwayTeam,AwayGoals,GameID
2026-01-24,7:05 pm,Sarnia Sting,0,Peterborough Petes,0,28600
2026-01-24,7:07 pm,Soo Greyhounds,0,North Bay Battalion,0,28601
2026-01-24,7:30 pm,Barrie Colts,0,Brampton Steelheads,0,28595
2026-01-25,2:00 pm,Brantford Bulldogs,0,Barrie Colts,0,28602
2026-01-25,2:00 pm,London Knights,0,Peterborough Petes,0,28603
2026-01-25,2:00 pm,Niagara IceDogs,0,Brampton Steelheads,0,28604
2026-01-25,2:07 pm,Soo Greyhounds,0,North Bay Battalion,0,28608
2026-01-25,3:00 pm,Ottawa 67's,0,Saginaw Spirit,0,28606
2026-01-25,4:00 pm,Rouyn-Noranda Huskies,0,Sudbury Wolves,0,28607
2026-01-25,6:05 pm,Oshawa Generals,0,Kingston Frontenacs,0,28605
2026-01-27,7:00 pm,Kitchener Rangers,0,Sarnia Sting,0,28609
2026-01-28,7:00 pm,Owen Sound Attack,0,Kitchener Rangers,0,28610
2026-01-29,7:00 pm,Niagara IceDogs,0,Soo Greyhounds,0,28611
2026-01-29,7:05 pm,Peterborough Petes,0,Sudbury Wolves,0,28612
2026-01-29,7:05 pm,Windsor Spitfires,0,North Bay Battalion,0,28613
2026-01-30,7:00 pm,Brantford Bulldogs,0,Owen Sound Attack,0,28614
2026-01-30,7:00 pm,Erie Otters,0,Soo Greyhounds,0,28615
2026-01-30,7:00 pm,Flint Firebirds,0,Barrie Colts,0,28616
2026-01-30,7:00 pm,Kitchener Rangers,0,Windsor Spitfires,0,28619
2026-01-30,7:00 pm,London Knights,0,North Bay Battalion,0,28620
2026-01-30,7:00 pm,Ottawa 67's,0,Peterborough Petes,0,28622
2026-01-30,7:05 pm,Kingston Frontenacs,0,Sudbury Wolves,0,28618
2026-01-30,7:05 pm,Oshawa Generals,0,Niagara IceDogs,0,28621
2026-01-30,7:05 pm,Sarnia Sting,0,Saginaw Spirit,0,28623
2026-01-30,7:07 pm,Guelph Storm,0,Brampton Steelheads,0,28617
2026-01-31,4:00 pm,Brampton Steelheads,0,Oshawa Generals,0,28624
2026-01-31,7:00 pm,Erie Otters,0,London Knights,0,28625
2026-01-31,7:00 pm,Flint Firebirds,0,Sarnia Sting,0,28626
2026-01-31,7:00 pm,Owen Sound Attack,0,Guelph Storm,0,28627
2026-01-31,7:05 pm,Saginaw Spirit,0,Barrie Colts,0,28628
2026-02-01,1:00 pm,Kingston Frontenacs,0,Peterborough Petes,0,28630
2026-02-01,2:00 pm,Brantford Bulldogs,0,Soo Greyhounds,0,28629
2026-02-01,3:00 pm,Ottawa 67's,0,Sudbury Wolves,0,28633
2026-02-01,4:00 pm,Niagara IceDogs,0,North Bay Battalion,0,28631
2026-02-01,6:05 pm,Oshawa Generals,0,Brampton Steelheads,0,28632
2026-02-01,7:00 pm,Windsor Spitfires,0,Sarnia Sting,0,28634
2026-02-04,6:30 pm,London Knights,0,Kitchener Rangers,0,28636
2026-02-04,7:00 pm,Brantford Bulldogs,0,Kingston Frontenacs,0,28635
2026-02-04,7:05 pm,Saginaw Spirit,0,Soo Greyhounds,0,28637
2026-02-04,7:05 pm,Sarnia Sting,0,Flint Firebirds,0,28638
2026-02-05,11:00 am,Erie Otters,0,Guelph Storm,0,28639
2026-02-05,7:00 pm,North Bay Battalion,0,Windsor Spitfires,0,28640
2026-02-05,7:05 pm,Peterborough Petes,0,Owen Sound Attack,0,28641
2026-02-06,7:00 pm,Brampton Steelheads,0,Barrie Colts,0,28642
2026-02-06,7:00 pm,Kitchener Rangers,0,Guelph Storm,0,28644
2026-02-06,7:00 pm,London Knights,0,Niagara IceDogs,0,28645
2026-02-06,7:05 pm,Kingston Frontenacs,0,Owen Sound Attack,0,28643
2026-02-06,7:05 pm,Oshawa Generals,0,Sarnia Sting,0,28646
2026-02-06,7:05 pm,Saginaw Spirit,0,Erie Otters,0,28647
2026-02-06,7:05 pm,Sudbury Wolves,0,Windsor Spitfires,0,28649
2026-02-06,7:07 pm,Soo Greyhounds,0,Flint Firebirds,0,28648
2026-02-07,3:00 pm,Ottawa 67's,0,Brantford Bulldogs,0,28654
2026-02-07,4:00 pm,Brampton Steelheads,0,Sarnia Sting,0,28651
2026-02-07,7:00 pm,Flint Firebirds,0,Erie Otters,0,28652
2026-02-07,7:00 pm,Niagara IceDogs,0,Kitchener Rangers,0,28653
2026-02-07,7:05 pm,Peterborough Petes,0,Sudbury Wolves,0,28655
2026-02-07,7:05 pm,Saginaw Spirit,0,London Knights,0,28656
2026-02-07,7:30 pm,Barrie Colts,0,North Bay Battalion,0,28650
2026-02-08,2:00 pm,North Bay Battalion,0,Barrie Colts,0,28658
2026-02-08,2:05 pm,Kingston Frontenacs,0,Brantford Bulldogs,0,28657
2026-02-08,2:05 pm,Oshawa Generals,0,Sudbury Wolves,0,28659
2026-02-08,2:07 pm,Soo Greyhounds,0,Windsor Spitfires,0,28661
2026-02-08,3:00 pm,Ottawa 67's,0,Owen Sound Attack,0,28660
2026-02-10,7:00 pm,Kitchener Rangers,0,London Knights,0,28662
2026-02-11,6:30 pm,London Knights,0,Guelph Storm,0,28665
2026-02-11,7:00 pm,Erie Otters,0,Owen Sound Attack,0,28663
2026-02-11,7:00 pm,Flint Firebirds,0,Saginaw Spirit,0,28664
2026-02-11,7:00 pm,Ottawa 67's,0,Oshawa Generals,0,28666
2026-02-11,7:07 pm,Soo Greyhounds,0,Sudbury Wolves,0,28667
2026-02-12,7:00 pm,Barrie Colts,0,Kingston Frontenacs,0,28668
2026-02-12,7:00 pm,Niagara IceDogs,0,Owen Sound Attack,0,28669
2026-02-12,7:00 pm,North Bay Battalion,0,Brampton Steelheads,0,28670
2026-02-12,7:05 pm,Peterborough Petes,0,Ottawa 67's,0,28671
2026-02-12,7:05 pm,Windsor Spitfires,0,Sarnia Sting,0,28672
2026-02-13,7:00 pm,Brantford Bulldogs,0,Erie Otters,0,28673
2026-02-13,7:00 pm,London Knights,0,Soo Greyhounds,0,28676
2026-02-13,7:05 pm,Kingston Frontenacs,0,Kitchener Rangers,0,28675
2026-02-13,7:05 pm,Oshawa Generals,0,Peterborough Petes,0,28677
2026-02-13,7:05 pm,Sarnia Sting,0,Saginaw Spirit,0,28678
2026-02-13,7:05 pm,Sudbury Wolves,0,Brampton Steelheads,0,28679
2026-02-13,7:07 pm,Guelph Storm,0,Flint Firebirds,0,28674
2026-02-14,3:00 pm,Ottawa 67's,0,Kitchener Rangers,0,28682
2026-02-14,4:00 pm,Brantford Bulldogs,0,Guelph Storm,0,28680
2026-02-14,7:00 pm,Erie Otters,0,Flint Firebirds,0,28681
2026-02-14,7:00 pm,Owen Sound Attack,0,Soo Greyhounds,0,28683
2026-02-14,7:05 pm,Saginaw Spirit,0,Windsor Spitfires,0,28684
2026-02-15,2:00 pm,North Bay Battalion,0,Niagara IceDogs,0,28685
2026-02-16,2:00 pm,Brampton Steelheads,0,North Bay Battalion,0,28686
2026-02-16,2:00 pm,London Knights,0,Owen Sound Attack,0,28689
2026-02-16,2:05 pm,Kingston Frontenacs,0,Brantford Bulldogs,0,28688
2026-02-16,2:05 pm,Oshawa Generals,0,Flint Firebirds,0,28690
2026-02-16,2:05 pm,Peterborough Petes,0,Kitchener Rangers,0,28692
2026-02-16,2:05 pm,Sarnia Sting,0,Soo Greyhounds,0,28693
2026-02-16,2:05 pm,Sudbury Wolves,0,Niagara IceDogs,0,28694
2026-02-16,2:05 pm,Windsor Spitfires,0,Saginaw Spirit,0,28695
2026-02-16,2:07 pm,Guelph Storm,0,Erie Otters,0,28687
2026-02-16,3:00 pm,Ottawa 67's,0,Barrie Colts,0,28691
2026-02-18,7:00 pm,Brantford Bulldogs,0,Oshawa Generals,0,28696
2026-02-18,7:05 pm,Sarnia Sting,0,Guelph Storm,0,28697
2026-02-19,7:00 pm,Barrie Colts,0,Owen Sound Attack,0,28698
2026-02-19,7:05 pm,Peterborough Petes,0,North Bay Battalion,0,28699
2026-02-19,7:05 pm,Saginaw Spirit,0,Sudbury Wolves,0,28700
2026-02-20,7:00 pm,Brampton Steelheads,0,Peterborough Petes,0,28701
2026-02-20,7:00 pm,Erie Otters,0,Oshawa Generals,0,28702
2026-02-20,7:00 pm,Kitchener Rangers,0,Windsor Spitfires,0,28704
2026-02-20,7:00 pm,London Knights,0,Barrie Colts,0,28705
2026-02-20,7:00 pm,Ottawa 67's,0,Niagara IceDogs,0,28706
2026-02-20,7:05 pm,Kingston Frontenacs,0,North Bay Battalion,0,28703
2026-02-20,7:07 pm,Soo Greyhounds,0,Sarnia Sting,0,28707
2026-02-21,4:05 pm,Kingston Frontenacs,0,Niagara IceDogs,0,28711
2026-02-21,7:00 pm,Erie Otters,0,Kitchener Rangers,0,28709
2026-02-21,7:00 pm,Flint Firebirds,0,Sudbury Wolves,0,28710
2026-02-21,7:00 pm,Owen Sound Attack,0,Brampton Steelheads,0,28712
2026-02-21,7:05 pm,Saginaw Spirit,0,Sarnia Sting,0,28713
2026-02-21,7:07 pm,Soo Greyhounds,0,Guelph Storm,0,28714
2026-02-21,7:30 pm,Barrie Colts,0,Brantford Bulldogs,0,28708
2026-02-22,2:00 pm,London Knights,0,Sudbury Wolves,0,28715
2026-02-22,2:05 pm,Peterborough Petes,0,Brantford Bulldogs,0,28718
2026-02-22,3:00 pm,Ottawa 67's,0,North Bay Battalion,0,28717
2026-02-22,4:05 pm,Windsor Spitfires,0,Flint Firebirds,0,28720
2026-02-22,5:30 pm,Saginaw Spirit,0,Guelph Storm,0,28719
2026-02-22,6:05 pm,Oshawa Generals,0,Kingston Frontenacs,0,28716
2026-02-25,6:37 pm,Guelph Storm,0,Kitchener Rangers,0,28722
2026-02-25,7:00 pm,Brantford Bulldogs,0,Brampton Steelheads,0,28721
2026-02-25,7:00 pm,Owen Sound Attack,0,Oshawa Generals,0,28723
2026-02-25,7:05 pm,Sudbury Wolves,0,Soo Greyhounds,0,28724
2026-02-26,7:00 pm,Niagara IceDogs,0,Erie Otters,0,28725
2026-02-26,7:00 pm,North Bay Battalion,0,Kingston Frontenacs,0,28726
2026-02-26,7:05 pm,Saginaw Spirit,0,Ottawa 67's,0,28727
2026-02-26,7:05 pm,Windsor Spitfires,0,Peterborough Petes,0,28728
2026-02-27,7:00 pm,Brantford Bulldogs,0,Oshawa Generals,0,28729
2026-02-27,7:00 pm,Kitchener Rangers,0,Brampton Steelheads,0,28731
2026-02-27,7:00 pm,London Knights,0,Windsor Spitfires,0,28732
2026-02-27,7:05 pm,Sarnia Sting,0,Barrie Colts,0,28733
2026-02-27,7:05 pm,Sudbury Wolves,0,North Bay Battalion,0,28735
2026-02-27,7:07 pm,Guelph Storm,0,Niagara IceDogs,0,28730
2026-02-27,7:07 pm,Soo Greyhounds,0,Kingston Frontenacs,0,28734
2026-02-28,4:00 pm,Brampton Steelheads,0,London Knights,0,28736
2026-02-28,7:00 pm,Erie Otters,0,Owen Sound Attack,0,28737
2026-02-28,7:00 pm,Flint Firebirds,0,Ottawa 67's,0,28738
2026-02-28,7:05 pm,Saginaw Spirit,0,Peterborough Petes,0,28739
2026-02-28,7:05 pm,Windsor Spitfires,0,Barrie Colts,0,28740
2026-03-01,2:00 pm,Kitchener Rangers,0,London Knights,0,28743
2026-03-01,2:00 pm,North Bay Battalion,0,Niagara IceDogs,0,28744
2026-03-01,2:05 pm,Sarnia Sting,0,Ottawa 67's,0,28746
2026-03-01,2:05 pm,Sudbury Wolves,0,Kingston Frontenacs,0,28747
2026-03-01,4:00 pm,Erie Otters,0,Owen Sound Attack,0,28741
2026-03-01,4:00 pm,Flint Firebirds,0,Peterborough Petes,0,28742
2026-03-01,6:05 pm,Oshawa Generals,0,Guelph Storm,0,28745
2026-03-04,11:00 am,Brampton Steelheads,0,Barrie Colts,0,28748
2026-03-04,6:30 pm,London Knights,0,Guelph Storm,0,28750
2026-03-04,7:00 pm,Flint Firebirds,0,Soo Greyhounds,0,28749
2026-03-04,7:05 pm,Sarnia Sting,0,Kitchener Rangers,0,28751
2026-03-05,7:00 pm,Barrie Colts,0,Brantford Bulldogs,0,28752
2026-03-05,7:00 pm,Niagara IceDogs,0,Saginaw Spirit,0,28753
2026-03-05,7:00 pm,North Bay Battalion,0,Oshawa Generals,0,28754
2026-03-05,7:05 pm,Peterborough Petes,0,Ottawa 67's,0,28755
2026-03-06,7:00 pm,Brantford Bulldogs,0,Saginaw Spirit,0,28756
2026-03-06,7:00 pm,Kitchener Rangers,0,Soo Greyhounds,0,28759
2026-03-06,7:00 pm,London Knights,0,Erie Otters,0,28760
2026-03-06,7:00 pm,Niagara IceDogs,0,Peterborough Petes,0,28761
2026-03-06,7:05 pm,Kingston Frontenacs,0,Brampton Steelheads,0,28758
2026-03-06,7:05 pm,Sarnia Sting,0,Flint Firebirds,0,28762
2026-03-06,7:05 pm,Sudbury Wolves,0,Oshawa Generals,0,28763
2026-03-06,7:07 pm,Guelph Storm,0,Owen Sound Attack,0,28757
2026-03-07,3:00 pm,Ottawa 67's,0,Brampton Steelheads,0,28768
2026-03-07,4:07 pm,Guelph Storm,0,Soo Greyhounds,0,28767
2026-03-07,7:00 pm,Erie Otters,0,London Knights,0,28765
2026-03-07,7:00 pm,Flint Firebirds,0,Windsor Spitfires,0,28766
2026-03-07,7:00 pm,Owen Sound Attack,0,Sarnia Sting,0,28769
2026-03-07,7:30 pm,Barrie Colts,0,North Bay Battalion,0,28764
2026-03-08,2:00 pm,Brantford Bulldogs,0,Niagara IceDogs,0,28770
2026-03-08,2:00 pm,North Bay Battalion,0,Sudbury Wolves,0,28773
2026-03-08,2:05 pm,Kingston Frontenacs,0,Oshawa Generals,0,28772
2026-03-08,3:00 pm,Ottawa 67's,0,Peterborough Petes,0,28774
2026-03-08,4:00 pm,Erie Otters,0,Saginaw Spirit,0,28771
2026-03-08,4:05 pm,Windsor Spitfires,0,Kitchener Rangers,0,28775
2026-03-11,7:05 pm,Oshawa Generals,0,Sudbury Wolves,0,28776
2026-03-12,7:00 pm,Barrie Colts,0,Ottawa 67's,0,28777
2026-03-12,7:00 pm,Niagara IceDogs,0,Kingston Frontenacs,0,28778
2026-03-12,7:00 pm,North Bay Battalion,0,Brantford Bulldogs,0,28779
2026-03-12,7:05 pm,Peterborough Petes,0,Oshawa Generals,0,28780
